,Unnamed: 0,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Po√ßo
187,1,predicted_COT_model_1_XGB,216,0.367,0.323,0.247,1.302,0.762,1.342,0.934,1.654,89,41.204,model_1,dataset_E
188,2,predicted_COT_model_1_FFNN,216,0.367,0.323,0.247,1.41,1.047,1.328,1.043,1.703,111,51.389,model_1,dataset_E
189,3,predicted_COT_model_1_XGB,216,0.367,0.323,0.247,1.302,0.762,1.342,0.934,1.654,89,41.204,model_1,dataset_E
190,4,predicted_COT_model_1_FFNN,216,0.367,0.323,0.247,1.41,1.047,1.328,1.043,1.703,111,51.389,model_1,dataset_E
191,5,predicted_COT_model_1_XGB,216,0.367,0.323,0.247,1.302,0.762,1.342,0.934,1.654,89,41.204,model_1,dataset_E
192,6,predicted_COT_model_1_FFNN,216,0.367,0.323,0.247,1.41,1.047,1.328,1.043,1.703,111,51.389,model_1,dataset_E
193,7,predicted_COT_model_1_XGB,216,0.367,0.323,0.247,1.302,0.762,1.342,0.934,1.654,89,41.204,model_1,dataset_E
194,0,predicted_COT_model_2_XGB,89,0.466,0.445,0.173,0.664,0.528,0.728,0.198,0.702,8,8.989,model_2,dataset_B
195,1,predicted_COT_model_2_FFNN,89,0.466,0.445,0.173,0.811,0.714,0.76,0.345,0.8,9,10.112,model_2,dataset_B
196,2,predicted_COT_model_2_XGB,89,0.466,0.445,0.173,0.664,0.528,0.728,0.198,0.702,8,8.989,model_2,dataset_B
197,3,predicted_COT_model_2_FFNN,89,0.466,0.445,0.173,0.811,0.714,0.76,0.345,0.8,9,10.112,model_2,dataset_B
198,4,predicted_COT_model_2_XGB,89,0.466,0.445,0.173,0.664,0.528,0.728,0.198,0.702,8,8.989,model_2,dataset_B
199,5,predicted_COT_model_2_FFNN,89,0.466,0.445,0.173,0.811,0.714,0.76,0.345,0.8,9,10.112,model_2,dataset_B
200,6,predicted_COT_model_2_XGB,89,0.466,0.445,0.173,0.664,0.528,0.728,0.198,0.702,8,8.989,model_2,dataset_B
201,7,predicted_COT_model_2_FFNN,89,0.466,0.445,0.173,0.811,0.714,0.76,0.345,0.8,9,10.112,model_2,dataset_B
202,8,predicted_COT_model_2_XGB,89,0.466,0.445,0.173,0.664,0.528,0.728,0.198,0.702,8,8.989,model_2,dataset_B
203,9,predicted_COT_model_2_FFNN,89,0.466,0.445,0.173,0.811,0.714,0.76,0.345,0.8,9,10.112,model_2,dataset_B
204,0,predicted_COT_model_10_FFNN,89,0.466,0.445,0.173,0.752,0.678,0.328,0.287,0.433,6,6.742,model_10,dataset_B
205,1,predicted_COT_model_10_XGB,89,0.466,0.445,0.173,0.688,0.609,0.356,0.222,0.402,7,7.865,model_10,dataset_B
206,2,predicted_COT_model_10_FFNN,89,0.466,0.445,0.173,0.752,0.678,0.328,0.287,0.433,6,6.742,model_10,dataset_B
207,3,predicted_COT_model_10_XGB,89,0.466,0.445,0.173,0.688,0.609,0.356,0.222,0.402,7,7.865,model_10,dataset_B
208,0,predicted_COT_model_11_XGB,137,0.196,0.155,0.126,0.401,0.36,0.237,0.206,0.328,5,3.65,model_11,dataset_D
209,1,predicted_COT_model_11_FFNN,137,0.196,0.155,0.126,0.38,0.363,0.196,0.185,0.296,0,0.0,model_11,dataset_D
210,2,predicted_COT_model_11_XGB,137,0.196,0.155,0.126,0.401,0.36,0.237,0.206,0.328,5,3.65,model_11,dataset_D
211,3,predicted_COT_model_11_FFNN,137,0.196,0.155,0.126,0.38,0.363,0.196,0.185,0.296,0,0.0,model_11,dataset_D
212,0,predicted_COT_model_11_XGB,143,0.629,0.64,0.185,0.84,0.729,0.531,0.212,0.591,38,26.573,model_11,dataset_A
213,1,predicted_COT_model_11_FFNN,143,0.629,0.64,0.185,0.95,0.792,0.635,0.321,0.762,60,41.958,model_11,dataset_A
214,2,predicted_COT_model_11_XGB,143,0.629,0.64,0.185,0.84,0.729,0.531,0.212,0.591,38,26.573,model_11,dataset_A
215,3,predicted_COT_model_11_FFNN,143,0.629,0.64,0.185,0.95,0.792,0.635,0.321,0.762,60,41.958,model_11,dataset_A
216,0,predicted_COT_model_1_FFNN,89,0.466,0.445,0.173,0.79,0.485,0.961,0.324,1.002,21,23.596,model_1,dataset_B
217,1,predicted_COT_model_1_XGB,89,0.466,0.445,0.173,0.723,0.484,1.007,0.257,1.02,17,19.101,model_1,dataset_B
218,2,predicted_COT_model_1_FFNN,89,0.466,0.445,0.173,0.79,0.485,0.961,0.324,1.002,21,23.596,model_1,dataset_B
219,3,predicted_COT_model_1_XGB,89,0.466,0.445,0.173,0.723,0.484,1.007,0.257,1.02,17,19.101,model_1,dataset_B
220,4,predicted_COT_model_1_FFNN,89,0.466,0.445,0.173,0.79,0.485,0.961,0.324,1.002,21,23.596,model_1,dataset_B
221,5,predicted_COT_model_1_XGB,89,0.466,0.445,0.173,0.723,0.484,1.007,0.257,1.02,17,19.101,model_1,dataset_B
222,6,predicted_COT_model_1_FFNN,89,0.466,0.445,0.173,0.79,0.485,0.961,0.324,1.002,21,23.596,model_1,dataset_B
223,7,predicted_COT_model_1_XGB,89,0.466,0.445,0.173,0.723,0.484,1.007,0.257,1.02,17,19.101,model_1,dataset_B
224,8,predicted_COT_model_1_FFNN,89,0.466,0.445,0.173,0.79,0.485,0.961,0.324,1.002,21,23.596,model_1,dataset_B
225,9,predicted_COT_model_1_XGB,89,0.466,0.445,0.173,0.723,0.484,1.007,0.257,1.02,17,19.101,model_1,dataset_B
226,10,predicted_COT_model_1_FFNN,89,0.466,0.445,0.173,0.79,0.485,0.961,0.324,1.002,21,23.596,model_1,dataset_B
227,11,predicted_COT_model_1_XGB,89,0.466,0.445,0.173,0.723,0.484,1.007,0.257,1.02,17,19.101,model_1,dataset_B
228,12,predicted_COT_model_1_FFNN,89,0.466,0.445,0.173,0.79,0.485,0.961,0.324,1.002,21,23.596,model_1,dataset_B
229,13,predicted_COT_model_1_XGB,89,0.466,0.445,0.173,0.723,0.484,1.007,0.257,1.02,17,19.101,model_1,dataset_B
230,0,predicted_COT_model_7_XGB,216,0.367,0.323,0.247,0.998,0.901,0.409,0.63,0.784,78,36.111,model_7,dataset_E
231,1,predicted_COT_model_7_FFNN,216,0.367,0.323,0.247,1.08,0.996,0.505,0.713,0.899,107,49.537,model_7,dataset_E
232,2,predicted_COT_model_7_XGB,216,0.367,0.323,0.247,0.998,0.901,0.409,0.63,0.784,78,36.111,model_7,dataset_E
233,3,predicted_COT_model_7_FFNN,216,0.367,0.323,0.247,1.08,0.996,0.505,0.713,0.899,107,49.537,model_7,dataset_E
234,0,predicted_COT_model_6_XGB,143,0.629,0.64,0.185,0.821,0.743,0.298,0.193,0.407,34,23.776,model_6,dataset_A
235,1,predicted_COT_model_6_FFNN,143,0.629,0.64,0.185,0.815,0.712,0.256,0.186,0.373,31,21.678,model_6,dataset_A
236,2,predicted_COT_model_6_XGB,143,0.629,0.64,0.185,0.821,0.743,0.298,0.193,0.407,34,23.776,model_6,dataset_A
237,3,predicted_COT_model_6_FFNN,143,0.629,0.64,0.185,0.815,0.712,0.256,0.186,0.373,31,21.678,model_6,dataset_A
238,4,predicted_COT_model_6_XGB,143,0.629,0.64,0.185,0.821,0.743,0.298,0.193,0.407,34,23.776,model_6,dataset_A
239,5,predicted_COT_model_6_FFNN,143,0.629,0.64,0.185,0.815,0.712,0.256,0.186,0.373,31,21.678,model_6,dataset_A
240,0,predicted_COT_model_5_FFNN,103,0.483,0.47,0.229,0.673,0.621,0.294,0.19,0.362,10,9.709,model_5,dataset_C
241,1,predicted_COT_model_5_XGB,103,0.483,0.47,0.229,0.5,0.49,0.23,0.017,0.066,1,0.971,model_5,dataset_C
242,2,predicted_COT_model_5_FFNN,103,0.483,0.47,0.229,0.673,0.621,0.294,0.19,0.362,10,9.709,model_5,dataset_C
243,3,predicted_COT_model_5_XGB,103,0.483,0.47,0.229,0.5,0.49,0.23,0.017,0.066,1,0.971,model_5,dataset_C
244,4,predicted_COT_model_5_FFNN,103,0.483,0.47,0.229,0.673,0.621,0.294,0.19,0.362,10,9.709,model_5,dataset_C
245,5,predicted_COT_model_5_XGB,103,0.483,0.47,0.229,0.5,0.49,0.23,0.017,0.066,1,0.971,model_5,dataset_C
246,0,predicted_COT_model_1_FFNN,143,0.629,0.64,0.185,1.388,0.985,1.276,0.759,1.508,69,48.252,model_1,dataset_A
247,1,predicted_COT_model_1_XGB,143,0.629,0.64,0.185,0.976,0.769,0.758,0.347,0.847,49,34.266,model_1,dataset_A
248,2,predicted_COT_model_1_FFNN,143,0.629,0.64,0.185,1.388,0.985,1.276,0.759,1.508,69,48.252,model_1,dataset_A
249,3,predicted_COT_model_1_XGB,143,0.629,0.64,0.185,0.976,0.769,0.758,0.347,0.847,49,34.266,model_1,dataset_A
250,4,predicted_COT_model_1_FFNN,143,0.629,0.64,0.185,1.388,0.985,1.276,0.759,1.508,69,48.252,model_1,dataset_A
251,5,predicted_COT_model_1_XGB,143,0.629,0.64,0.185,0.976,0.769,0.758,0.347,0.847,49,34.266,model_1,dataset_A
252,6,predicted_COT_model_1_FFNN,143,0.629,0.64,0.185,1.388,0.985,1.276,0.759,1.508,69,48.252,model_1,dataset_A
253,7,predicted_COT_model_1_XGB,143,0.629,0.64,0.185,0.976,0.769,0.758,0.347,0.847,49,34.266,model_1,dataset_A
254,8,predicted_COT_model_1_FFNN,143,0.629,0.64,0.185,1.388,0.985,1.276,0.759,1.508,69,48.252,model_1,dataset_A
255,9,predicted_COT_model_1_XGB,143,0.629,0.64,0.185,0.976,0.769,0.758,0.347,0.847,49,34.266,model_1,dataset_A
256,10,predicted_COT_model_1_FFNN,143,0.629,0.64,0.185,1.388,0.985,1.276,0.759,1.508,69,48.252,model_1,dataset_A
257,11,predicted_COT_model_1_XGB,143,0.629,0.64,0.185,0.976,0.769,0.758,0.347,0.847,49,34.266,model_1,dataset_A
258,12,predicted_COT_model_1_FFNN,143,0.629,0.64,0.185,1.388,0.985,1.276,0.759,1.508,69,48.252,model_1,dataset_A
259,13,predicted_COT_model_1_XGB,143,0.629,0.64,0.185,0.976,0.769,0.758,0.347,0.847,49,34.266,model_1,dataset_A
260,14,predicted_COT_model_1_FFNN,143,0.629,0.64,0.185,1.388,0.985,1.276,0.759,1.508,69,48.252,model_1,dataset_A
261,15,predicted_COT_model_1_XGB,143,0.629,0.64,0.185,0.976,0.769,0.758,0.347,0.847,49,34.266,model_1,dataset_A
262,0,predicted_COT_model_11_XGB,103,0.483,0.47,0.229,0.817,0.556,1.209,0.334,1.225,17,16.505,model_11,dataset_C
263,1,predicted_COT_model_11_FFNN,103,0.483,0.47,0.229,1.287,0.662,2.894,0.803,2.974,33,32.039,model_11,dataset_C
264,2,predicted_COT_model_11_XGB,103,0.483,0.47,0.229,0.817,0.557,1.209,0.334,1.225,17,16.505,model_11,dataset_C
265,3,predicted_COT_model_11_FFNN,103,0.483,0.47,0.229,1.287,0.662,2.894,0.803,2.974,33,32.039,model_11,dataset_C
266,0,predicted_COT_model_8_XGB,89,0.466,0.445,0.173,0.814,0.748,0.329,0.348,0.48,13,14.607,model_8,dataset_B
267,1,predicted_COT_model_8_FFNN,89,0.466,0.445,0.173,0.805,0.765,0.191,0.339,0.412,10,11.236,model_8,dataset_B
268,2,predicted_COT_model_8_XGB,89,0.466,0.445,0.173,0.814,0.748,0.329,0.348,0.48,13,14.607,model_8,dataset_B
269,3,predicted_COT_model_8_FFNN,89,0.466,0.445,0.173,0.805,0.765,0.191,0.339,0.412,10,11.236,model_8,dataset_B
270,0,predicted_COT_model_5_FFNN,89,0.466,0.445,0.173,0.688,0.631,0.318,0.222,0.396,9,10.112,model_5,dataset_B
271,1,predicted_COT_model_5_XGB,89,0.466,0.445,0.173,0.622,0.532,0.417,0.156,0.436,14,15.73,model_5,dataset_B
272,2,predicted_COT_model_5_FFNN,89,0.466,0.445,0.173,0.688,0.631,0.318,0.222,0.396,9,10.112,model_5,dataset_B
273,3,predicted_COT_model_5_XGB,89,0.466,0.445,0.173,0.622,0.532,0.417,0.156,0.436,14,15.73,model_5,dataset_B
274,4,predicted_COT_model_5_FFNN,89,0.466,0.445,0.173,0.688,0.631,0.318,0.222,0.396,9,10.112,model_5,dataset_B
275,5,predicted_COT_model_5_XGB,89,0.466,0.445,0.173,0.622,0.532,0.417,0.156,0.436,14,15.73,model_5,dataset_B
276,0,predicted_COT_model_7_XGB,137,0.196,0.155,0.126,0.653,0.567,0.313,0.457,0.561,8,5.839,model_7,dataset_D
277,1,predicted_COT_model_7_FFNN,137,0.196,0.155,0.126,0.741,0.683,0.203,0.545,0.588,16,11.679,model_7,dataset_D
278,2,predicted_COT_model_7_XGB,137,0.196,0.155,0.126,0.653,0.567,0.313,0.457,0.561,8,5.839,model_7,dataset_D
279,3,predicted_COT_model_7_FFNN,137,0.196,0.155,0.126,0.741,0.683,0.203,0.545,0.588,16,11.679,model_7,dataset_D
280,4,predicted_COT_model_7_XGB,137,0.196,0.155,0.126,0.653,0.567,0.313,0.457,0.561,8,5.839,model_7,dataset_D
281,5,predicted_COT_model_7_FFNN,137,0.196,0.155,0.126,0.741,0.683,0.203,0.545,0.588,16,11.679,model_7,dataset_D
282,0,predicted_COT_model_2_XGB,103,0.483,0.47,0.229,1.126,0.576,1.981,0.643,2.042,18,17.476,model_2,dataset_C
283,1,predicted_COT_model_2_FFNN,103,0.483,0.47,0.229,1.118,0.721,1.717,0.634,1.792,14,13.592,model_2,dataset_C
284,2,predicted_COT_model_2_XGB,103,0.483,0.47,0.229,1.126,0.576,1.981,0.643,2.042,18,17.476,model_2,dataset_C
285,3,predicted_COT_model_2_FFNN,103,0.483,0.47,0.229,1.118,0.721,1.717,0.634,1.792,14,13.592,model_2,dataset_C
286,4,predicted_COT_model_2_XGB,103,0.483,0.47,0.229,1.126,0.576,1.981,0.643,2.042,18,17.476,model_2,dataset_C
287,5,predicted_COT_model_2_FFNN,103,0.483,0.47,0.229,1.118,0.721,1.717,0.634,1.792,14,13.592,model_2,dataset_C
288,0,predicted_COT_model_7_XGB,89,0.466,0.445,0.173,0.769,0.666,0.412,0.303,0.512,9,10.112,model_7,dataset_B
289,1,predicted_COT_model_7_FFNN,89,0.466,0.445,0.173,0.793,0.72,0.342,0.327,0.48,8,8.989,model_7,dataset_B
290,2,predicted_COT_model_7_XGB,89,0.466,0.445,0.173,0.769,0.665,0.412,0.303,0.512,9,10.112,model_7,dataset_B
291,3,predicted_COT_model_7_FFNN,89,0.466,0.445,0.173,0.793,0.72,0.342,0.327,0.48,8,8.989,model_7,dataset_B
292,4,predicted_COT_model_7_XGB,89,0.466,0.445,0.173,0.769,0.665,0.412,0.303,0.512,9,10.112,model_7,dataset_B
293,5,predicted_COT_model_7_FFNN,89,0.466,0.445,0.173,0.793,0.72,0.342,0.327,0.48,8,8.989,model_7,dataset_B
294,0,predicted_COT_model_1_FFNN,205,0.226,0.157,0.2,0.745,0.574,0.745,0.519,0.893,25,12.195,model_1,dataset_F
295,1,predicted_COT_model_1_XGB,205,0.226,0.157,0.2,0.437,0.361,0.432,0.211,0.461,12,5.854,model_1,dataset_F
296,2,predicted_COT_model_1_FFNN,205,0.226,0.157,0.2,0.745,0.574,0.745,0.519,0.893,25,12.195,model_1,dataset_F
297,3,predicted_COT_model_1_XGB,205,0.226,0.157,0.2,0.437,0.361,0.432,0.211,0.461,12,5.854,model_1,dataset_F
298,4,predicted_COT_model_1_FFNN,205,0.226,0.157,0.2,0.745,0.574,0.745,0.519,0.893,25,12.195,model_1,dataset_F
299,5,predicted_COT_model_1_XGB,205,0.226,0.157,0.2,0.437,0.361,0.432,0.211,0.461,12,5.854,model_1,dataset_F
300,0,predicted_COT_model_9_XGB,216,0.367,0.323,0.247,1.184,1.062,0.553,0.817,1.003,126,58.333,model_9,dataset_E
301,1,predicted_COT_model_9_FFNN,216,0.367,0.323,0.247,1.046,0.828,0.998,0.678,1.214,80,37.037,model_9,dataset_E
302,2,predicted_COT_model_9_XGB,216,0.367,0.323,0.247,1.184,1.062,0.553,0.817,1.003,126,58.333,model_9,dataset_E
303,3,predicted_COT_model_9_FFNN,216,0.367,0.323,0.247,1.046,0.828,0.998,0.678,1.214,80,37.037,model_9,dataset_E
304,0,predicted_COT_model_8_XGB,103,0.483,0.47,0.229,0.823,0.776,0.296,0.34,0.495,19,18.447,model_8,dataset_C
305,1,predicted_COT_model_8_FFNN,103,0.483,0.47,0.229,0.812,0.77,0.208,0.329,0.428,13,12.621,model_8,dataset_C
306,2,predicted_COT_model_8_XGB,103,0.483,0.47,0.229,0.823,0.776,0.296,0.34,0.495,19,18.447,model_8,dataset_C
307,3,predicted_COT_model_8_FFNN,103,0.483,0.47,0.229,0.812,0.77,0.208,0.329,0.428,13,12.621,model_8,dataset_C
308,0,predicted_COT_model_5_FFNN,143,0.629,0.64,0.185,0.871,0.902,0.296,0.243,0.44,55,38.462,model_5,dataset_A
309,1,predicted_COT_model_5_XGB,143,0.629,0.64,0.185,1.124,0.766,1.069,0.495,1.177,37,25.874,model_5,dataset_A
310,2,predicted_COT_model_5_FFNN,143,0.629,0.64,0.185,0.871,0.902,0.296,0.243,0.44,55,38.462,model_5,dataset_A
311,3,predicted_COT_model_5_XGB,143,0.629,0.64,0.185,1.124,0.766,1.069,0.495,1.177,37,25.874,model_5,dataset_A
312,4,predicted_COT_model_5_FFNN,143,0.629,0.64,0.185,0.871,0.902,0.296,0.243,0.44,55,38.462,model_5,dataset_A
313,5,predicted_COT_model_5_XGB,143,0.629,0.64,0.185,1.124,0.766,1.069,0.495,1.177,37,25.874,model_5,dataset_A
314,0,predicted_COT_model_3_FFNN,205,0.226,0.157,0.2,0.804,0.711,0.419,0.579,0.712,31,15.122,model_3,dataset_F
315,1,predicted_COT_model_3_XGB,205,0.226,0.157,0.2,0.813,0.724,0.373,0.588,0.692,26,12.683,model_3,dataset_F
316,2,predicted_COT_model_3_FFNN,205,0.226,0.157,0.2,0.804,0.711,0.419,0.579,0.712,31,15.122,model_3,dataset_F
317,3,predicted_COT_model_3_XGB,205,0.226,0.157,0.2,0.813,0.724,0.373,0.588,0.692,26,12.683,model_3,dataset_F
318,4,predicted_COT_model_3_FFNN,205,0.226,0.157,0.2,0.804,0.711,0.419,0.579,0.712,31,15.122,model_3,dataset_F
319,5,predicted_COT_model_3_XGB,205,0.226,0.157,0.2,0.813,0.724,0.373,0.588,0.692,26,12.683,model_3,dataset_F
320,0,predicted_COT_model_1_FFNN,103,0.483,0.47,0.229,0.773,0.505,1.055,0.29,1.057,22,21.359,model_1,dataset_C
321,1,predicted_COT_model_1_XGB,103,0.483,0.47,0.229,0.539,0.455,0.542,0.056,0.511,11,10.68,model_1,dataset_C
322,2,predicted_COT_model_1_FFNN,103,0.483,0.47,0.229,0.773,0.505,1.055,0.29,1.057,22,21.359,model_1,dataset_C
323,3,predicted_COT_model_1_XGB,103,0.483,0.47,0.229,0.539,0.455,0.542,0.056,0.511,11,10.68,model_1,dataset_C
324,4,predicted_COT_model_1_FFNN,103,0.483,0.47,0.229,0.773,0.505,1.055,0.29,1.057,22,21.359,model_1,dataset_C
325,5,predicted_COT_model_1_XGB,103,0.483,0.47,0.229,0.539,0.455,0.542,0.056,0.511,11,10.68,model_1,dataset_C
326,6,predicted_COT_model_1_FFNN,103,0.483,0.47,0.229,0.773,0.505,1.055,0.29,1.057,22,21.359,model_1,dataset_C
327,7,predicted_COT_model_1_XGB,103,0.483,0.47,0.229,0.539,0.455,0.542,0.056,0.511,11,10.68,model_1,dataset_C
328,8,predicted_COT_model_1_FFNN,103,0.483,0.47,0.229,0.773,0.505,1.055,0.29,1.057,22,21.359,model_1,dataset_C
329,9,predicted_COT_model_1_XGB,103,0.483,0.47,0.229,0.539,0.455,0.542,0.056,0.511,11,10.68,model_1,dataset_C
330,10,predicted_COT_model_1_FFNN,103,0.483,0.47,0.229,0.773,0.505,1.055,0.29,1.057,22,21.359,model_1,dataset_C
331,11,predicted_COT_model_1_XGB,103,0.483,0.47,0.229,0.539,0.455,0.542,0.056,0.511,11,10.68,model_1,dataset_C
332,0,predicted_COT_model_8_XGB,143,0.629,0.64,0.185,0.903,0.81,0.333,0.274,0.472,31,21.678,model_8,dataset_A
333,1,predicted_COT_model_8_FFNN,143,0.629,0.64,0.185,0.907,0.893,0.199,0.279,0.392,36,25.175,model_8,dataset_A
334,2,predicted_COT_model_8_XGB,143,0.629,0.64,0.185,0.903,0.81,0.333,0.274,0.472,31,21.678,model_8,dataset_A
335,3,predicted_COT_model_8_FFNN,143,0.629,0.64,0.185,0.907,0.893,0.199,0.279,0.392,36,25.175,model_8,dataset_A
336,0,predicted_COT_model_11_XGB,216,0.367,0.323,0.247,1.256,1.069,0.937,0.889,1.311,121,56.019,model_11,dataset_E
337,1,predicted_COT_model_11_FFNN,216,0.367,0.323,0.247,1.279,0.938,1.254,0.911,1.567,102,47.222,model_11,dataset_E
338,2,predicted_COT_model_11_XGB,216,0.367,0.323,0.247,1.256,1.069,0.937,0.889,1.311,121,56.019,model_11,dataset_E
339,3,predicted_COT_model_11_FFNN,216,0.367,0.323,0.247,1.279,0.938,1.254,0.911,1.567,102,47.222,model_11,dataset_E
340,0,predicted_COT_model_2_XGB,216,0.367,0.323,0.247,1.237,0.742,1.367,0.869,1.618,83,38.426,model_2,dataset_E
341,1,predicted_COT_model_2_FFNN,216,0.367,0.323,0.247,1.242,0.954,1.184,0.874,1.503,100,46.296,model_2,dataset_E
342,2,predicted_COT_model_2_XGB,216,0.367,0.323,0.247,1.237,0.742,1.367,0.869,1.618,83,38.426,model_2,dataset_E
343,3,predicted_COT_model_2_FFNN,216,0.367,0.323,0.247,1.242,0.954,1.184,0.874,1.503,100,46.296,model_2,dataset_E
344,4,predicted_COT_model_2_XGB,216,0.367,0.323,0.247,1.237,0.742,1.367,0.869,1.618,83,38.426,model_2,dataset_E
345,5,predicted_COT_model_2_FFNN,216,0.367,0.323,0.247,1.242,0.954,1.184,0.874,1.503,100,46.296,model_2,dataset_E
346,0,predicted_COT_model_7_XGB,103,0.483,0.47,0.229,0.712,0.657,0.209,0.229,0.339,7,6.796,model_7,dataset_C
347,1,predicted_COT_model_7_FFNN,103,0.483,0.47,0.229,0.782,0.749,0.249,0.299,0.42,10,9.709,model_7,dataset_C
348,2,predicted_COT_model_7_XGB,103,0.483,0.47,0.229,0.712,0.657,0.209,0.229,0.339,7,6.796,model_7,dataset_C
349,3,predicted_COT_model_7_FFNN,103,0.483,0.47,0.229,0.782,0.749,0.249,0.299,0.42,10,9.709,model_7,dataset_C
350,4,predicted_COT_model_7_XGB,103,0.483,0.47,0.229,0.712,0.657,0.209,0.229,0.339,7,6.796,model_7,dataset_C
351,5,predicted_COT_model_7_FFNN,103,0.483,0.47,0.229,0.782,0.749,0.249,0.299,0.42,10,9.709,model_7,dataset_C
352,0,predicted_COT_model_9_XGB,89,0.466,0.445,0.173,1.26,1.065,0.451,0.794,0.926,63,70.787,model_9,dataset_B
353,1,predicted_COT_model_9_FFNN,89,0.466,0.445,0.173,0.959,0.838,0.945,0.494,1.017,37,41.573,model_9,dataset_B
354,2,predicted_COT_model_9_XGB,89,0.466,0.445,0.173,1.26,1.065,0.451,0.794,0.926,63,70.787,model_9,dataset_B
355,3,predicted_COT_model_9_FFNN,89,0.466,0.445,0.173,0.959,0.838,0.945,0.494,1.017,37,41.573,model_9,dataset_B
356,0,predicted_COT_model_4_FFNN,137,0.196,0.155,0.126,1.135,0.934,0.657,0.94,1.151,62,45.255,model_4,dataset_D
357,1,predicted_COT_model_4_XGB,137,0.196,0.155,0.126,0.938,0.906,0.237,0.743,0.784,50,36.496,model_4,dataset_D
358,2,predicted_COT_model_4_FFNN,137,0.196,0.155,0.126,1.135,0.934,0.657,0.94,1.151,62,45.255,model_4,dataset_D
359,3,predicted_COT_model_4_XGB,137,0.196,0.155,0.126,0.938,0.906,0.237,0.743,0.784,50,36.496,model_4,dataset_D
360,4,predicted_COT_model_4_FFNN,137,0.196,0.155,0.126,1.135,0.934,0.657,0.94,1.151,62,45.255,model_4,dataset_D
361,5,predicted_COT_model_4_XGB,137,0.196,0.155,0.126,0.938,0.906,0.237,0.743,0.784,50,36.496,model_4,dataset_D
362,0,predicted_COT_model_10_FFNN,137,0.196,0.155,0.126,0.604,0.579,0.121,0.408,0.432,2,1.46,model_10,dataset_D
363,1,predicted_COT_model_10_XGB,137,0.196,0.155,0.126,0.635,0.618,0.22,0.439,0.494,7,5.109,model_10,dataset_D
364,2,predicted_COT_model_10_FFNN,137,0.196,0.155,0.126,0.604,0.579,0.121,0.408,0.432,2,1.46,model_10,dataset_D
365,3,predicted_COT_model_10_XGB,137,0.196,0.155,0.126,0.635,0.618,0.22,0.439,0.494,7,5.109,model_10,dataset_D
366,0,predicted_COT_model_8_XGB,216,0.367,0.323,0.247,0.978,0.933,0.355,0.611,0.746,88,40.741,model_8,dataset_E
367,1,predicted_COT_model_8_FFNN,216,0.367,0.323,0.247,0.931,0.921,0.321,0.563,0.689,80,37.037,model_8,dataset_E
368,2,predicted_COT_model_8_XGB,216,0.367,0.323,0.247,0.978,0.933,0.355,0.611,0.746,88,40.741,model_8,dataset_E
369,3,predicted_COT_model_8_FFNN,216,0.367,0.323,0.247,0.931,0.921,0.321,0.563,0.689,80,37.037,model_8,dataset_E
370,0,predicted_COT_model_6_XGB,137,0.196,0.155,0.126,0.935,0.861,0.325,0.739,0.817,40,29.197,model_6,dataset_D
371,1,predicted_COT_model_6_FFNN,137,0.196,0.155,0.126,1.015,0.943,0.263,0.82,0.866,64,46.715,model_6,dataset_D
372,2,predicted_COT_model_6_XGB,137,0.196,0.155,0.126,0.935,0.861,0.325,0.739,0.817,40,29.197,model_6,dataset_D
373,3,predicted_COT_model_6_FFNN,137,0.196,0.155,0.126,1.015,0.943,0.263,0.82,0.866,64,46.715,model_6,dataset_D
374,4,predicted_COT_model_6_XGB,137,0.196,0.155,0.126,0.935,0.861,0.325,0.739,0.817,40,29.197,model_6,dataset_D
375,5,predicted_COT_model_6_FFNN,137,0.196,0.155,0.126,1.015,0.943,0.263,0.82,0.866,64,46.715,model_6,dataset_D
